8305,1.0
12347,1.0
1151,1.0
2494,1.0
2037,1.0
7733,1.0
4932,0.5
6442,0.4
12612,1.0
13139,1.0
5716,1.0
3555,1.0
11396,0.6666666666666667
6227,1.0
13023,1.0
583,0.5
10393,1.0
11191,1.0
9893,1.0
8089,0.6666666666666667
12388,0.6
9710,1.0
1163,1.0
7531,0.6666666666666667
5298,0.33333333333333337
11590,0.8888888888888888
13290,0.5
5192,1.0
4972,0.75
7413,1.0
4948,0.5555555555555556
800,1.0
12778,0.6666666666666667
7372,1.0
1490,1.0
4871,0.8888888888888888
11352,1.0
11883,0.8
12676,1.0
9561,1.0
1164,0.6
406,0.6666666666666667
7522,0.6666666666666667
2611,1.0
6985,0.33333333333333337
7055,1.0
7768,1.0
4072,1.0
6563,0.7
3498,0.5714285714285714
13144,1.0
5420,1.0
8708,0.4
298,1.0
11109,0.8333333333333334
13347,1.0
1635,1.0
13004,1.0
6599,1.0
1663,0.5
9351,1.0
9491,1.0
12501,1.0
5874,0.6666666666666667
4934,0.5
218,1.0
11505,0.6666666666666667
11712,1.0
3343,1.0
7131,1.0
6520,0.8571428571428572
8217,1.0
11462,0.8
5728,1.0
3497,0.6666666666666667
8624,1.0
8473,1.0
3181,1.0
9231,1.0
4384,1.0
1704,1.0
12213,1.0
3169,1.0
4567,0.8571428571428572
9088,1.0
5686,0.8333333333333334
8058,1.0
13043,1.0
13431,0.75
8330,0.6666666666666667
470,1.0
9931,0.75
10377,1.0
1859,1.0
12327,1.0
2855,0.5
11931,1.0
9902,1.0
5402,1.0
13827,0.33333333333333337
6152,0.7857142857142857
10420,1.0
11303,0.33333333333333337
11322,1.0
3773,1.0
6055,0.6666666666666667
7877,0.33333333333333337
12952,1.0
2621,0.9090909090909091
4667,0.33333333333333337
9008,1.0
11851,0.9090909090909091
13114,1.0
6734,1.0
7759,1.0
11127,0.8888888888888888
6566,0.6666666666666667
10413,1.0
7510,1.0
2516,1.0
5789,1.0
12899,1.0
3097,1.0
9652,1.0
1027,0.75
6525,1.0
5522,1.0
1063,0.75
6936,1.0
11695,1.0
5791,1.0
322,1.0
8815,0.33333333333333337
5099,0.6
5051,0.8
7077,0.5
8175,1.0
7225,1.0
13366,0.75
8382,0.75
10698,0.8571428571428572
10908,0.6666666666666667
13357,0.8
7183,1.0
8556,1.0
630,0.8
2992,0.4
679,0.5
6819,1.0
6991,0.9
1904,1.0
12804,0.6666666666666667
3168,1.0
5129,1.0
13646,1.0
733,0.8571428571428572
532,0.8333333333333334
7710,1.0
8591,1.0
11101,1.0
13704,1.0
3191,0.33333333333333337
10606,1.0
12455,1.0
2889,1.0
12160,1.0
12320,1.0
2809,1.0
1367,0.6666666666666667
12290,1.0
13063,1.0
1845,0.6666666666666667
13247,1.0
554,1.0
2373,0.6
4605,1.0
3727,1.0
7000,1.0
9638,1.0
2869,1.0
7233,1.0
4523,1.0
12086,1.0
739,1.0
4061,1.0
7639,0.6666666666666667
1136,1.0
9486,0.9090909090909091
13427,1.0
8488,1.0
5405,1.0
11621,0.75
6921,0.6666666666666667
7861,1.0
177,0.8571428571428572
4379,1.0
10157,1.0
10819,1.0
12850,0.7272727272727273
13122,1.0
7628,1.0
12768,1.0
6431,0.8
12498,1.0
11392,0.5
5300,1.0
11257,0.5
2847,1.0
1200,1.0
1348,0.6153846153846154
5029,0.33333333333333337
6201,0.7142857142857143
7407,1.0
8019,1.0
5373,0.8571428571428572
8779,0.6666666666666667
347,0.75
3060,1.0
8002,0.7142857142857143
112,0.25
11874,1.0
6817,1.0
3082,1.0
8119,1.0
11868,0.6666666666666667
7915,1.0
12184,0.75
1682,0.33333333333333337
11541,1.0
13695,1.0
2077,1.0
5345,0.8
11075,0.6666666666666667
11719,0.9
11113,1.0
11677,0.33333333333333337
3044,0.5
7,1.0
12299,1.0
2816,1.0
12062,0.8333333333333334
12531,1.0
8677,1.0
10737,1.0
8151,0.75
13232,1.0
819,1.0
7841,1.0
12410,1.0
13117,1.0
10348,1.0
6839,0.6666666666666667
2686,1.0
1262,0.5714285714285714
12566,1.0
4728,1.0
6689,0.8
8920,1.0
6878,0.5
4490,0.5
8632,0.75
6638,1.0
3461,0.6666666666666667
8304,0.9285714285714286
7847,1.0
13409,1.0
12439,1.0
2704,0.7142857142857143
8100,1.0
3241,0.5
890,1.0
8251,1.0
4864,0.4
12052,0.8333333333333334
1747,0.6666666666666667
6036,1.0
9695,1.0
1639,1.0
568,1.0
4195,0.75
6108,0.8333333333333334
10854,1.0
9080,0.25
5785,1.0
3312,0.33333333333333337
12174,1.0
1353,0.4
587,0.4
3130,0.6666666666666667
6075,1.0
4720,0.6
6262,0.8333333333333334
13388,1.0
12169,1.0
7575,0.6666666666666667
11054,0.33333333333333337
4578,0.6666666666666667
8069,1.0
13743,1.0
360,0.875
2944,1.0
11115,1.0
5652,1.0
12849,0.75
7554,1.0
11356,0.25
5771,1.0
9595,1.0
4371,0.8
2932,0.8571428571428572
2565,1.0
10037,1.0
3859,1.0
12350,1.0
12658,1.0
2360,1.0
7557,1.0
1439,1.0
10629,0.33333333333333337
867,0.8333333333333334
1638,1.0
6875,0.75
10558,1.0
11483,1.0
5168,0.5
8534,0.4
2007,1.0
3491,1.0
11726,0.9090909090909091
3285,0.6666666666666667
6266,0.33333333333333337
12278,0.8888888888888888
9758,1.0
11270,1.0
11869,0.5
7224,1.0
4483,1.0
11848,0.8181818181818181
4015,1.0
7089,1.0
11175,1.0
2045,1.0
11098,0.5714285714285714
12672,1.0
5906,1.0
5356,0.8571428571428572
6300,1.0
11312,1.0
11135,0.6666666666666667
9778,1.0
6517,1.0
5524,1.0
5985,1.0
4750,0.8888888888888888
46,0.33333333333333337
6997,1.0
6933,1.0
2474,0.75
5799,0.19999999999999996
5214,1.0
13386,1.0
5639,0.8
13352,0.33333333333333337
2607,0.5
10213,1.0
13156,1.0
5239,0.5
6053,0.6666666666666667
13576,1.0
13202,1.0
10290,0.5555555555555556
10973,0.4
9068,0.33333333333333337
6270,0.75
9547,1.0
6237,1.0
6242,1.0
12780,0.6666666666666667
3247,0.8333333333333334
9436,1.0
12259,0.6666666666666667
5526,1.0
13266,1.0
8457,0.33333333333333337
2279,1.0
10978,0.33333333333333337
6939,1.0
9990,1.0
25,0.33333333333333337
9702,1.0
1250,0.75
3983,1.0
5596,0.75
5759,1.0
676,1.0
7196,1.0
10382,1.0
11997,0.9
4067,1.0
5349,1.0
12270,1.0
6940,1.0
3198,1.0
8299,1.0
9794,1.0
8182,1.0
3571,1.0
27,0.25
11711,0.6666666666666667
6630,0.75
1661,0.6666666666666667
8103,1.0
11110,1.0
13706,1.0
8912,0.4
12511,1.0
7656,1.0
10010,1.0
8234,1.0
3559,1.0
4764,0.6153846153846154
13360,0.6666666666666667
6613,1.0
10801,0.5555555555555556
7065,1.0
3411,1.0
4877,0.33333333333333337
5095,1.0
2206,1.0
3583,1.0
12452,1.0
4411,0.6666666666666667
8101,1.0
6879,0.4
5063,0.6666666666666667
8694,1.0
9251,1.0
11137,0.4
13329,1.0
9730,1.0
7729,1.0
4390,0.8571428571428572
928,0.7142857142857143
14084,1.0
997,1.0
3291,0.5
2617,1.0
6854,0.9
12486,1.0
5631,1.0
9439,1.0
10656,1.0
2744,0.8
7811,1.0
6861,0.6666666666666667
11606,0.9090909090909091
437,0.4
3318,0.33333333333333337
11490,0.33333333333333337
10702,0.8333333333333334
7025,0.33333333333333337
5290,1.0
2335,0.7777777777777778
2618,0.19999999999999996
667,1.0
5293,0.75
2115,1.0
5098,0.875
224,1.0
2963,1.0
13181,1.0
6889,1.0
1767,0.33333333333333337
5181,0.33333333333333337
643,1.0
7523,1.0
7201,1.0
7195,0.8
9915,1.0
4659,0.8571428571428572
6785,1.0
1514,0.625
9423,1.0
6469,1.0
1384,0.75
8259,0.8
7756,1.0
5578,0.6666666666666667
7281,1.0
6960,1.0
4030,1.0
6736,1.0
10465,0.6666666666666667
3250,0.9230769230769231
90,0.33333333333333337
11359,1.0
13221,0.8333333333333334
13848,0.6666666666666667
10726,1.0
9598,1.0
11386,0.33333333333333337
11145,1.0
5374,1.0
7749,0.6666666666666667
9811,0.6666666666666667
10475,0.75
4989,0.6
13802,1.0
10043,0.8
14440,0.33333333333333337
4607,0.6666666666666667
6746,1.0
4669,1.0
6429,0.7777777777777778
6419,0.8181818181818181
12598,0.6666666666666667
9271,1.0
7845,1.0
11182,1.0
10012,1.0
9265,1.0
6475,1.0
4347,1.0
11769,0.5
13564,1.0
10686,0.8571428571428572
13430,0.75
8395,1.0
6042,0.33333333333333337
628,0.5
4839,0.6666666666666667
9784,1.0
2886,1.0
8059,0.6666666666666667
4925,0.8888888888888888
127,1.0
3990,1.0
9382,0.75
11390,1.0
3159,0.6666666666666667
2446,1.0
4638,0.7142857142857143
